annual_income,monthly_income,emi_loans,rent_house,food,shopping,education,education_fees,medical,transport,transportation,tax_pf_deductions,tax_pf,other_expenses,savings_goal,dependents,city_tier,housing_type,investment_preference,risk_level,total_expenses,savings,savings_ratio,emi_ratio,shopping_ratio,expense_to_income_ratio,essential_ratio,discretionary_ratio,tax_ratio,goal_coverage_ratio,financial_health_score,spender_class,rec_rent_house_pct,rec_food_pct,rec_shopping_pct,rec_emi_loans_pct,rec_education_pct,rec_medical_pct,rec_transport_pct,rec_savings_pct,rec_emergency_fund_pct,rec_investments_pct,rec_tax_pf_pct,forecast_savings_m1,forecast_savings_m2,forecast_savings_m3,forecast_savings_m4,forecast_savings_m5,forecast_savings_m6,forecast_savings_m7,forecast_savings_m8,forecast_savings_m9,forecast_savings_m10,forecast_savings_m11,forecast_savings_m12
794400.0,66200.0,16323.87,4577.03,9379.6,8935.44,0.0,0.0,4218.35,3878.72,3878.72,8502.36,8502.36,1067.91,14885.23,1,Tier 2,Family Home,Equity,Medium,56883.28,9316.72,0.1407,0.2466,0.135,0.8593,0.4616,0.1511,0.1284,0.6259,80.45,Moderate,6.26,9.94,9.55,19.31,3.21,3.21,4.31,14.88,5.48,9.79,10.06,9764.61,8725.01,9454.31,9160.75,9171.32,10062.27,9139.19,9529.92,9964.81,9305.58,10319.82,10972.49
1405200.0,117100.0,48621.65,33083.65,13960.0,2342.0,4084.66,4084.66,6781.21,6708.47,6708.47,20973.31,20973.31,7456.8,23948.07,1,Tier 1,Rented,Balanced,High,144011.75,-26911.75,-0.2298,0.4152,0.02,1.2298,0.7309,0.0837,0.1791,0.0,5.0,Risky,16.75,8.18,5.93,21.9,2.64,2.64,4.51,7.09,5.8,9.02,11.54,-27836.13,-29177.81,-27675.84,-26663.34,-30238.83,-30760.14,-29762.07,-27780.47,-30136.36,-30050.09,-32383.21,-30163.03
724800.0,60400.0,0.0,2114.0,6451.87,7042.98,962.01,962.01,2493.45,3709.37,3709.37,8175.34,8175.34,3631.24,9174.77,1,Tier 1,Family Home,Balanced,Low,34580.26,25819.74,0.4275,0.0,0.1166,0.5725,0.3958,0.1767,0.1354,2.8142,100.0,Safe,9.17,11.65,11.19,0.0,3.76,3.76,6.42,23.85,6.42,7.34,12.42,26400.67,28274.36,29644.53,30053.62,30563.59,30800.03,30114.52,31653.52,31589.32,31535.71,33028.63,35080.99
1434000.0,119500.0,0.0,26506.79,11999.98,5350.2,0.0,0.0,1195.0,9500.21,9500.21,21571.87,21571.87,11471.92,49310.64,0,Tier 1,Rented,Debt,Low,87595.97,31904.03,0.267,0.0,0.0448,0.733,0.5922,0.1408,0.1805,0.647,99.94,Safe,20.79,8.8,10.4,0.0,1.6,2.8,5.6,20.79,5.6,5.2,14.44,33180.38,33287.89,35047.53,36897.04,35832.18,36091.17,35853.46,35579.64,33662.4,34363.85,35351.59,37176.58
459600.0,38300.0,4933.64,8611.41,5904.55,3567.43,5393.8,5393.8,1829.13,2859.17,2859.17,2713.2,2713.2,3044.95,8780.74,3,Tier 1,Rented,Balanced,Low,38857.28,-557.28,-0.0146,0.1288,0.0931,1.0146,0.7131,0.1726,0.0708,0.0,45.83,Risky,18.32,11.34,7.47,9.07,5.85,3.73,4.93,18.32,6.34,5.64,4.99,-630.86,-1514.83,-982.42,-1601.61,-2127.55,-1686.62,-1854.96,-435.44,-1479.27,-1722.27,-2420.08,-2484.01
3822000.0,318500.0,0.0,12387.29,38257.26,48626.17,26035.95,26035.95,21391.39,16404.14,16404.14,74778.14,74778.14,25167.97,91397.88,2,Tier 2,Family Home,Debt,High,263048.31,55451.69,0.1741,0.0,0.1527,0.8259,0.5942,0.2317,0.2348,0.6067,84.14,Moderate,6.55,11.8,9.34,0.0,5.08,3.85,4.51,18.02,7.37,10.24,19.23,52664.2,54728.55,61348.84,62428.88,60008.84,61949.28,57289.4,62207.1,58221.32,56912.66,65461.74,65449.84
662400.0,55200.0,5981.9,15252.68,8519.66,9267.74,3521.93,3521.93,3533.13,2557.51,2557.51,3752.24,3752.24,2696.55,12750.6,2,Tier 1,Rented,Balanced,High,55083.34,116.66,0.0021,0.1084,0.1679,0.9979,0.6728,0.2167,0.068,0.0091,40.79,Risky,18.86,10.45,8.27,7.86,4.5,3.41,5.08,15.96,6.53,10.16,4.93,-120.22,132.07,-634.87,-834.89,-544.12,-1408.59,-1819.97,-1268.71,-2262.59,-1151.72,-3154.7,-2505.05
2209200.0,184100.0,0.0,43934.45,25149.29,25953.17,2767.47,2767.47,7443.31,9508.76,9508.76,44184.0,44184.0,8909.07,32634.43,1,Tier 1,Rented,Balanced,Medium,167849.52,16250.48,0.0883,0.0,0.141,0.9117,0.7224,0.1894,0.24,0.498,68.36,Moderate,18.89,9.23,8.87,0.0,2.98,2.98,5.09,17.44,5.09,7.99,17.44,17702.35,15420.1,13869.51,19027.31,16302.62,16474.11,15375.51,15506.93,14250.25,14153.76,13538.99,12594.94
1438800.0,119900.0,0.0,27945.35,20082.59,25058.19,10369.69,10369.69,7979.49,6405.11,6405.11,21871.48,21871.48,10116.47,15148.43,2,Tier 1,Rented,Equity,High,129828.37,-9928.37,-0.0828,0.0,0.209,1.0828,0.7894,0.2934,0.1824,0.0,15.23,Risky,18.57,10.28,8.14,0.0,4.43,3.36,5.0,15.71,6.43,11.07,13.03,-9238.41,-12655.06,-13154.49,-11584.34,-10899.28,-12026.05,-14107.05,-15311.48,-15167.31,-15127.91,-16074.82,-17961.94
1813200.0,151100.0,0.0,9468.76,25846.7,33459.34,6750.04,6750.04,5887.58,7798.66,7798.66,27206.77,27206.77,10867.03,28636.84,4,Tier 1,Family Home,Equity,Medium,127284.88,23815.12,0.1576,0.0,0.2214,0.8424,0.549,0.2934,0.1801,0.8316,72.94,Moderate,7.72,13.74,7.56,0.0,8.03,4.55,5.4,18.52,6.95,9.65,13.89,25146.12,24040.51,25610.08,25713.46,27841.34,27886.72,24700.1,26079.76,25128.79,26423.58,26466.05,27774.52
1411200.0,117600.0,4098.15,10970.38,15600.29,17793.52,7456.12,7456.12,6114.55,10516.68,10516.68,18974.71,18974.71,7186.24,28085.55,2,Tier 1,Family Home,Equity,Low,98710.64,18889.36,0.1606,0.0348,0.1513,0.8394,0.5921,0.2124,0.1613,0.6726,82.9,Moderate,8.15,11.73,9.29,2.84,5.05,3.83,5.7,21.19,7.33,7.74,13.15,18181.65,20335.59,18643.84,18782.97,19621.46,20653.54,19858.61,18760.87,20800.34,20445.17,21800.03,20145.62
1976400.0,164700.0,16019.65,6925.14,34236.46,22649.44,30889.93,30889.93,12059.75,4917.81,4917.81,26932.09,26932.09,18454.82,29020.3,3,Tier 3,Family Home,Debt,Low,173085.09,-8385.09,-0.0509,0.0973,0.1375,1.0509,0.7041,0.2496,0.1635,0.0,33.92,Risky,6.33,12.73,8.38,7.7,6.56,4.19,4.35,20.56,7.12,5.14,12.93,-7037.76,-7654.79,-8688.95,-9838.0,-11511.19,-12822.62,-10285.99,-13572.77,-15360.39,-14784.65,-14475.86,-15429.8
458400.0,38200.0,0.0,10349.98,6370.22,4321.67,6651.34,6651.34,2809.1,1947.09,1947.09,3374.82,3374.82,2705.77,10067.02,3,Tier 3,Rented,Debt,Low,38529.99,-329.99,-0.0086,0.0,0.1131,1.0086,0.8247,0.184,0.0883,0.0,47.09,Risky,18.53,12.97,8.54,0.0,6.69,4.27,4.43,20.95,7.25,5.24,7.12,-149.29,116.55,-135.13,-376.82,-1426.41,-1541.71,-1814.25,-1322.77,-1872.23,-1543.94,-1632.88,-2010.48
1455600.0,121300.0,0.0,8800.75,13851.39,23913.22,10435.32,10435.32,7998.84,4768.21,4768.21,24032.84,24032.84,10089.02,42649.76,2,Tier 1,Family Home,Balanced,Low,103889.59,17410.41,0.1435,0.0,0.1971,0.8565,0.5762,0.2803,0.1981,0.4082,70.48,Moderate,8.24,11.86,9.39,0.0,5.11,3.87,5.77,21.42,7.42,6.59,16.32,18300.69,18221.96,18252.58,17727.99,18581.81,16766.57,18552.97,19212.28,17374.65,18593.44,18462.77,19540.47
1501200.0,125100.0,29397.38,22863.26,15883.4,2502.0,9074.95,9074.95,4692.61,13589.78,13589.78,23090.43,23090.43,4743.45,33884.18,2,Tier 1,Owned,Debt,Medium,125837.26,-737.26,-0.0059,0.235,0.02,1.0059,0.713,0.0579,0.1846,0.0,47.66,Risky,11.04,9.93,7.86,16.21,4.28,3.24,4.83,13.11,6.21,6.55,12.73,-2066.22,-1701.21,-3556.01,-4151.09,-2752.83,-4075.87,-3119.26,-2960.02,-6994.96,-4174.94,-7237.78,-6948.61
381600.0,31800.0,8300.2,1113.0,3376.99,6764.97,0.0,0.0,1293.55,1736.97,1736.97,1542.69,1542.69,1172.31,6286.29,0,Tier 3,Family Home,Debt,High,25300.68,6499.32,0.2044,0.261,0.2127,0.7956,0.285,0.2496,0.0485,1.0339,83.48,Moderate,6.95,9.56,11.3,22.69,1.74,3.04,4.78,14.78,6.08,10.86,4.22,7087.94,7285.32,7171.95,7772.48,7251.78,7139.51,7612.65,6595.07,7605.4,6649.25,7163.55,6696.65
994800.0,82900.0,0.0,6608.18,13220.7,10168.68,9340.01,9340.01,4300.71,6466.93,6466.93,9320.09,9320.09,4251.92,20005.62,3,Tier 1,Family Home,Debt,Medium,63677.22,19222.78,0.2319,0.0,0.1227,0.7681,0.5942,0.174,0.1124,0.9609,97.27,Safe,8.65,13.92,9.16,0.0,7.18,4.58,6.05,20.75,7.78,8.21,9.72,19821.6,19280.61,19346.43,19246.56,20669.79,21573.08,20146.31,20521.24,20355.63,20614.51,23756.76,22028.15
392400.0,32700.0,0.0,7038.43,4638.13,5070.31,1848.22,1848.22,633.55,1186.44,1186.44,2058.28,2058.28,1044.09,6858.8,1,Tier 2,Rented,Balanced,High,23517.45,9182.55,0.2808,0.0,0.1551,0.7192,0.5322,0.187,0.0629,1.3388,100.0,Moderate,20.59,10.9,10.47,0.0,3.52,3.52,4.72,18.87,6.01,12.01,5.4,9039.29,9513.39,10348.72,10638.81,10494.11,10295.02,9817.19,10141.69,10758.95,10774.11,11212.58,11648.9
711600.0,59300.0,0.0,4968.56,8917.88,11238.59,6420.65,6420.65,3646.02,2780.2,2780.2,7835.69,7835.69,1349.93,18997.85,3,Tier 2,Family Home,Balanced,High,47157.52,12142.48,0.2048,0.0,0.1895,0.7952,0.583,0.2123,0.1321,0.6392,86.8,Moderate,6.86,13.8,9.08,0.0,7.11,4.54,4.71,18.85,7.71,12.0,11.32,12777.1,12654.83,13307.0,12992.44,12154.27,12960.07,12127.37,13065.99,13951.58,12864.23,14079.66,13679.6
849600.0,70800.0,10153.35,16376.01,11093.67,4200.1,12418.84,12418.84,4250.49,4012.27,4012.27,9303.41,9303.41,3993.99,15828.53,4,Tier 2,Rented,Balanced,Medium,75802.13,-5002.13,-0.0707,0.1434,0.0593,1.0707,0.8115,0.1157,0.1314,0.0,34.05,Risky,15.9,11.79,6.49,9.5,6.89,3.91,3.64,15.9,5.96,7.29,8.71,-4652.03,-4742.21,-6859.1,-5812.78,-6591.27,-7832.32,-6855.35,-6162.84,-8304.14,-8301.89,-9675.63,-9041.95
944400.0,78700.0,0.0,21012.88,12609.48,12707.09,6765.06,6765.06,1923.55,6484.75,6484.75,10002.98,10002.98,6528.88,12161.07,2,Tier 1,Rented,Equity,Medium,78034.67,665.33,0.0085,0.0,0.1615,0.9915,0.7471,0.2444,0.1271,0.0547,45.18,Risky,19.51,10.81,8.56,0.0,4.65,3.53,5.25,18.01,6.75,9.38,9.54,624.64,-1320.33,47.03,99.61,24.46,-473.88,-2017.4,-2764.17,-1155.18,-1855.38,-2058.26,-1392.3
338400.0,28200.0,0.0,1547.2,4423.9,4578.59,1293.48,1293.48,1817.27,2092.18,2092.18,1463.38,1463.38,2475.42,7007.36,2,Tier 1,Family Home,Equity,Medium,19691.42,8508.58,0.3017,0.0,0.1624,0.6983,0.4481,0.2501,0.0519,1.2142,100.0,Moderate,9.2,13.24,10.48,0.0,5.7,4.32,6.44,22.07,8.28,11.5,4.77,8623.68,9238.42,9545.63,9812.19,10170.54,9190.08,8929.27,10060.48,9020.67,10292.97,9748.38,10269.09
822000.0,68500.0,10043.3,18266.33,13419.77,1370.0,2243.62,2243.62,5716.19,5329.81,5329.81,8574.36,8574.36,685.0,16025.99,3,Tier 1,Rented,Balanced,Low,65648.38,2851.62,0.0416,0.1466,0.02,0.9584,0.7818,0.03,0.1252,0.1779,58.53,Risky,17.4,10.77,7.09,9.81,5.55,3.55,4.68,17.4,6.02,5.35,8.38,1628.83,3459.06,3022.69,3622.83,1749.02,872.84,1089.06,872.88,1285.94,-408.36,692.89,-133.22
638400.0,53200.0,0.0,8563.06,8042.13,2575.44,4791.84,4791.84,2665.61,2641.06,2641.06,3693.04,3693.04,2295.75,12970.57,2,Tier 3,Rented,Debt,Low,35267.93,17932.07,0.3371,0.0,0.0484,0.6629,0.5714,0.0916,0.0694,1.3825,100.0,Safe,19.43,12.16,9.63,0.0,5.24,3.97,4.65,21.96,7.6,5.49,5.86,19021.26,18843.07,19525.03,20000.31,20387.57,20385.29,20163.29,20695.2,20542.1,20405.65,22615.05,23324.08
387600.0,32300.0,6433.7,11104.95,3095.11,3469.07,0.0,0.0,483.12,1835.13,1835.13,2364.95,2364.95,1933.8,8729.01,0,Tier 1,Rented,Equity,Low,30719.83,1580.17,0.0489,0.1992,0.1074,0.9511,0.5846,0.1673,0.0732,0.181,60.07,Risky,18.87,7.99,9.44,14.46,1.45,2.54,5.08,18.87,5.08,6.9,5.32,1675.28,1544.07,2347.16,2058.39,784.02,1396.83,430.83,979.33,149.24,419.06,912.49,375.09
459600.0,38300.0,0.0,8423.54,6457.3,3838.36,1957.87,1957.87,1150.49,2092.61,2092.61,3154.16,3154.16,1306.23,8233.94,1,Tier 2,Rented,Debt,Medium,28380.56,9919.44,0.259,0.0,0.1002,0.741,0.6067,0.1343,0.0824,1.2047,100.0,Safe,20.69,10.95,10.52,0.0,3.54,3.54,4.74,20.69,6.04,8.19,7.1,10382.82,10925.01,10544.05,10840.78,11463.71,10336.98,9715.27,10539.03,11214.93,11209.7,11087.81,11967.93
694800.0,57900.0,0.0,11883.24,11167.64,7711.99,5259.95,5259.95,1523.09,4406.35,4406.35,5252.1,5252.1,1331.88,16380.41,3,Tier 2,Rented,Balanced,Medium,48536.24,9363.76,0.1617,0.0,0.1332,0.8383,0.6821,0.1562,0.0907,0.5716,84.73,Moderate,18.75,12.58,8.28,0.0,6.48,4.14,4.3,18.75,7.03,8.59,7.09,10286.9,9169.89,9308.62,9842.0,10555.9,9576.18,9872.49,9474.58,10260.2,9588.08,9787.4,9916.23
464400.0,38700.0,7777.16,7919.14,3675.58,3605.3,1864.16,1864.16,1278.59,1387.25,1387.25,2327.8,2327.8,3985.69,7871.26,1,Tier 2,Rented,Balanced,Medium,33820.67,4879.33,0.1261,0.201,0.0932,0.8739,0.4768,0.1961,0.0601,0.6199,78.48,Moderate,18.33,9.7,9.32,15.35,3.13,3.13,4.2,14.51,5.35,8.4,4.59,4908.1,5303.55,5067.53,5122.12,4321.03,4559.56,5683.67,4312.12,4793.09,5583.72,5195.85,5133.95
540000.0,45000.0,0.0,11943.81,4878.96,4334.36,0.0,0.0,2447.39,3072.91,3072.91,2841.74,2841.74,3322.49,7166.25,0,Tier 1,Rented,Debt,Low,32841.66,12158.34,0.2702,0.0,0.0963,0.7298,0.5597,0.1702,0.0631,1.6966,100.0,Safe,23.04,9.75,11.52,0.0,1.77,3.1,6.2,23.04,6.2,5.76,5.6,12286.55,13214.52,12699.8,12891.75,14118.82,13761.77,13522.48,12866.03,13589.05,13751.83,14021.9,14706.07
375600.0,31300.0,6111.7,5570.37,4005.0,3829.6,296.07,296.07,1864.23,2051.28,2051.28,2383.14,2383.14,313.0,10210.58,1,Tier 3,Owned,Balanced,Low,26424.39,4875.61,0.1558,0.1953,0.1224,0.8442,0.5166,0.1324,0.0761,0.4775,83.83,Moderate,10.42,10.18,9.78,15.66,3.29,3.29,4.41,20.84,5.61,6.41,6.1,4826.95,5083.35,5149.64,5158.45,6287.56,5038.03,4953.66,5079.2,4707.65,5297.0,4923.52,5676.91
469200.0,39100.0,6165.69,6343.59,7417.84,4965.73,1993.76,1993.76,2010.85,2671.79,2671.79,2585.88,2585.88,3492.35,10751.64,3,Tier 3,Rented,Debt,High,37647.48,1452.52,0.0371,0.1577,0.127,0.9629,0.5888,0.2163,0.0661,0.1351,51.86,Risky,16.39,11.48,7.56,11.24,5.92,3.78,3.92,15.68,6.42,8.91,4.71,1072.41,1538.1,896.99,1502.58,1353.89,152.2,752.47,0.92,745.24,-240.89,319.22,421.22
894000.0,74500.0,4856.14,3920.13,4553.0,6256.53,0.0,0.0,3248.55,5441.1,5441.1,7596.33,7596.33,7374.87,9338.57,0,Tier 3,Family Home,Balanced,High,43246.65,31253.35,0.4195,0.0652,0.084,0.5805,0.3323,0.183,0.102,3.3467,100.0,Moderate,7.48,10.28,12.15,6.09,1.87,3.27,5.14,20.56,6.54,13.08,9.53,32127.56,34127.92,35175.47,36744.74,35882.91,36852.27,36343.26,37075.39,37815.18,38668.53,39533.21,42322.13
1249200.0,104100.0,0.0,22751.56,10946.55,6176.13,0.0,0.0,6012.56,3664.13,3664.13,20069.68,20069.68,6071.26,36642.98,0,Tier 2,Rented,Balanced,Low,75691.87,28408.13,0.2729,0.0,0.0593,0.7271,0.6095,0.1177,0.1928,0.7753,100.0,Safe,19.32,8.85,10.46,0.0,1.61,2.82,4.43,20.93,5.63,6.44,15.52,30595.24,28682.97,32234.51,27803.81,32067.39,30423.92,31670.82,31486.11,31703.62,32869.89,32769.39,33897.7
1476000.0,123000.0,0.0,13473.53,18892.31,2460.0,9446.63,9446.63,4213.25,6704.07,6704.07,22794.04,22794.04,7319.85,32082.53,2,Tier 2,Owned,Balanced,High,85303.68,37696.32,0.3065,0.0,0.02,0.6935,0.614,0.0795,0.1853,1.175,100.0,Safe,11.23,11.55,9.14,0.0,4.97,3.77,4.41,17.64,7.22,11.23,14.86,39977.0,40722.13,43755.89,41059.77,43797.96,43765.6,42383.47,42666.1,43807.43,43276.14,44519.42,46351.85
1018800.0,84900.0,0.0,5667.48,15646.39,18527.55,13751.92,13751.92,3387.64,4212.34,4212.34,9983.99,9983.99,1634.84,19071.11,3,Tier 3,Family Home,Balanced,Medium,72812.15,12087.85,0.1424,0.0,0.2182,0.8576,0.6201,0.2375,0.1176,0.6338,72.36,Moderate,7.01,14.11,9.29,0.0,7.27,4.64,4.82,21.03,7.89,9.64,10.3,12629.87,12828.98,11945.38,12307.96,13576.84,12938.08,11696.58,11241.78,12286.89,12401.73,11695.71,12883.49
649200.0,54100.0,0.0,10006.79,8212.13,4842.88,4932.0,4932.0,3006.55,5483.13,5483.13,3915.42,3915.42,1701.63,8474.89,2,Tier 1,Owned,Balanced,Medium,42100.53,11999.47,0.2218,0.0,0.0895,0.7782,0.6572,0.121,0.0724,1.4159,98.51,Safe,13.85,12.46,9.87,0.0,5.37,4.07,6.06,20.77,7.79,9.52,6.26,12586.94,12677.58,12473.88,13291.27,12807.9,13233.79,11980.02,12717.32,13059.87,13312.64,13978.34,13930.15
1114800.0,92900.0,13315.1,19433.0,14606.37,12734.13,5076.21,5076.21,6291.32,4756.79,4756.79,10978.69,10978.69,929.0,20537.5,2,Tier 1,Rented,Equity,Low,88120.61,4779.39,0.0514,0.1433,0.1371,0.9486,0.6582,0.1471,0.1182,0.2327,59.57,Risky,17.78,9.85,7.8,9.8,4.24,3.21,4.79,17.78,6.16,6.5,8.08,4402.15,2718.43,4836.82,2434.2,3604.58,4093.28,3291.26,2936.42,2051.3,2440.85,2593.14,1383.49
446400.0,37200.0,0.0,4688.06,3563.5,3989.58,1025.71,1025.71,1363.87,2677.51,2677.51,2320.84,2320.84,4074.05,5178.6,1,Tier 3,Family Home,Equity,Medium,23703.12,13496.88,0.3628,0.0,0.1072,0.6372,0.4204,0.2168,0.0624,2.6063,100.0,Moderate,7.97,12.66,12.16,0.0,4.09,4.09,5.48,23.92,6.98,12.46,6.22,14804.64,14025.22,14701.53,16360.66,15498.23,15062.77,15497.68,15796.42,15879.87,16736.34,16373.0,17182.54
513600.0,42800.0,0.0,9328.21,8154.14,4320.47,8300.71,8300.71,3622.37,1731.19,1731.19,2368.07,2368.07,3847.75,13401.52,4,Tier 2,Rented,Equity,Low,41672.91,1127.09,0.0263,0.0,0.1009,0.9737,0.7828,0.1908,0.0553,0.0841,54.84,Risky,18.67,13.84,7.62,0.0,8.09,4.59,4.28,20.22,7.0,7.39,4.3,1557.69,985.76,738.83,-10.57,282.7,-361.95,665.29,-118.5,-180.49,-549.51,-1026.29,-185.32
1150800.0,95900.0,0.0,16413.99,13664.15,10030.62,4691.87,4691.87,2453.02,4818.18,4818.18,8954.48,8954.48,6326.09,29571.3,2,Tier 1,Owned,Balanced,Low,67352.4,28547.6,0.2977,0.0,0.1046,0.7023,0.5318,0.1706,0.0934,0.9654,100.0,Safe,13.71,12.34,9.77,0.0,5.31,4.03,6.0,22.28,7.71,6.85,8.0,30700.14,30821.99,30840.35,33682.54,32466.69,32317.29,30389.97,31996.95,30952.55,34892.63,33185.25,34723.11
590400.0,49200.0,6236.08,9002.86,7443.68,5718.61,0.0,0.0,3726.73,4662.06,4662.06,2548.15,2548.15,884.68,7543.07,2,Tier 1,Owned,Balanced,Low,40222.85,8977.15,0.1825,0.1267,0.1162,0.8175,0.5566,0.1342,0.0518,1.1901,92.94,Moderate,12.74,11.47,9.08,10.09,4.94,3.74,5.57,20.71,7.17,6.37,4.12,9922.94,9819.57,9837.6,9916.13,9853.12,9059.44,9216.7,9945.78,9828.42,9803.0,9598.46,10717.15
490800.0,40900.0,11375.99,3259.81,5970.29,1020.92,2504.64,2504.64,1251.88,827.39,827.39,2910.63,2910.63,1851.31,13571.02,2,Tier 3,Owned,Debt,Low,30972.86,9927.14,0.2427,0.2781,0.025,0.7573,0.4089,0.0702,0.0712,0.7315,94.34,Moderate,9.86,10.92,8.64,21.08,4.7,3.56,4.17,15.92,6.82,4.93,5.4,10235.99,10449.47,11101.36,11157.49,10225.1,11667.77,10853.66,11166.26,10586.56,10194.02,11352.91,11311.72
1696800.0,141400.0,0.0,14713.36,19335.97,14967.17,9247.4,9247.4,5052.18,6701.21,6701.21,22431.55,22431.55,1414.0,29095.63,3,Tier 1,Owned,Equity,Low,93862.84,47537.16,0.3362,0.0,0.1058,0.6638,0.548,0.1158,0.1586,1.6338,100.0,Safe,12.42,12.5,8.23,0.0,6.44,4.11,5.43,20.18,6.99,7.37,12.32,48428.28,51224.58,52381.82,52986.67,54494.99,51505.48,54499.25,54395.6,54342.02,54892.09,58087.78,61045.05
381600.0,31800.0,0.0,6852.1,4689.85,5147.74,2107.13,2107.13,2884.78,1999.91,1999.91,2326.55,2326.55,2518.11,3521.37,3,Tier 2,Rented,Equity,Low,28526.17,3273.83,0.103,0.0,0.1619,0.897,0.656,0.2411,0.0732,0.9297,69.57,Moderate,18.94,12.71,8.37,0.0,6.55,4.18,4.34,20.52,7.1,7.5,5.78,3615.77,3242.56,3082.96,3001.25,2666.35,3139.47,2969.49,2380.75,3161.98,3883.15,2311.59,2947.48
2251200.0,187600.0,34972.48,46277.31,18971.23,17601.07,0.0,0.0,3124.45,17495.77,17495.77,40056.69,40056.69,2863.41,56654.87,0,Tier 2,Rented,Balanced,Low,181362.41,6237.59,0.0332,0.1864,0.0938,0.9668,0.6712,0.1091,0.2135,0.1101,56.42,Risky,16.46,7.54,8.91,12.78,1.37,2.4,3.77,17.83,4.8,5.49,14.64,3855.77,5502.48,8484.0,5684.7,840.68,2218.95,2116.01,3444.63,1003.72,86.11,3135.98,2431.13
1290000.0,107500.0,0.0,15862.02,14002.67,13326.55,8693.98,8693.98,2464.92,6157.02,6157.02,20559.91,20559.91,5320.53,39747.67,2,Tier 1,Family Home,Balanced,Medium,86387.6,21112.4,0.1964,0.0,0.124,0.8036,0.6301,0.1735,0.1913,0.5312,90.94,Moderate,8.22,11.83,9.37,0.0,5.09,3.86,5.75,19.72,7.4,9.04,15.72,22203.85,20948.41,22285.6,23374.19,22563.76,22266.93,23245.27,23890.14,23828.96,22591.43,23358.39,23966.85
1587600.0,132300.0,0.0,33051.38,18326.79,16564.04,8359.3,8359.3,7631.68,11471.43,11471.43,26756.09,26756.09,5886.03,20858.06,3,Tier 1,Rented,Balanced,Low,128046.74,4253.26,0.0321,0.0,0.1252,0.9679,0.7982,0.1697,0.2022,0.2039,56.27,Risky,18.28,11.32,7.45,0.0,5.84,3.73,4.92,18.28,6.33,5.63,14.22,3641.79,8570.14,3484.2,2981.2,2903.7,-427.53,2576.1,1836.65,-1887.91,3274.29,-243.44,-2043.92
1032000.0,86000.0,21353.1,20007.29,13031.93,9305.42,825.25,825.25,4342.53,4593.92,4593.92,9944.74,9944.74,860.0,23720.51,2,Tier 1,Rented,Debt,High,84264.18,1735.82,0.0202,0.2483,0.1082,0.9798,0.6133,0.1182,0.1156,0.0732,49.51,Risky,17.26,9.56,7.57,16.49,4.12,3.12,4.65,11.29,5.98,8.3,7.68,339.79,1304.48,527.59,-168.79,1389.32,-496.03,-757.19,-1241.59,-752.73,-1317.7,-2045.23,-2487.59
840000.0,70000.0,0.0,17323.32,9661.68,9817.11,571.9,571.9,3565.26,3538.26,3538.26,8507.16,8507.16,3257.49,29400.0,1,Tier 3,Rented,Debt,Medium,56242.18,13757.82,0.1965,0.0,0.1402,0.8035,0.6167,0.1868,0.1215,0.468,89.42,Moderate,19.33,10.67,10.25,0.0,3.44,3.44,4.62,20.17,5.88,7.98,10.21,13166.88,14508.64,14700.31,14860.35,14170.15,14917.7,13848.9,14785.32,14786.54,14761.92,15287.18,16944.48
1202400.0,100200.0,0.0,7672.9,20382.63,8245.55,7581.6,7581.6,5769.55,7195.12,7195.12,20694.13,20694.13,6986.47,30111.86,2,Tier 2,Family Home,Balanced,Medium,84527.95,15672.05,0.1564,0.0,0.0823,0.8436,0.6916,0.152,0.2065,0.5205,84.35,Moderate,6.69,12.04,9.53,0.0,5.18,3.93,4.6,20.06,7.52,9.19,17.26,14372.85,15909.5,16570.82,16164.24,15014.32,17461.04,15287.15,15627.28,17120.94,17837.18,16453.85,16492.04
536400.0,44700.0,0.0,4358.26,5768.4,2380.46,2355.47,2355.47,828.48,2445.15,2445.15,3378.47,3378.47,3641.76,13212.21,1,Tier 2,Family Home,Debt,High,25156.45,19543.55,0.4372,0.0,0.0533,0.5628,0.4281,0.1347,0.0756,1.4792,100.0,Safe,8.0,12.7,12.2,0.0,4.1,4.1,5.5,22.0,7.0,12.5,7.56,20931.49,21807.96,21831.18,23472.98,23179.36,22669.69,22828.99,23551.2,23475.27,23867.78,25501.39,25642.96
1058400.0,88200.0,0.0,17447.88,13464.39,12735.89,1986.2,1986.2,4148.51,3651.25,3651.25,11071.83,11071.83,4193.83,28703.69,1,Tier 3,Rented,Debt,Medium,68699.78,19500.22,0.2211,0.0,0.1444,0.7789,0.587,0.1919,0.1255,0.6794,92.99,Moderate,19.26,10.63,10.22,0.0,3.43,3.43,4.61,20.1,5.86,7.95,10.51,22400.46,22283.68,21342.75,21430.08,22144.12,21194.29,19699.43,22522.12,20030.04,22541.79,22761.57,24481.67
